model,query,run,rows,latency
llama-3.3-70b-versatile,Which pathways are associated with the ADRB1 gene?,2,3,0.42882227525115013
llama-3.3-70b-versatile,Which pathways are associated with the ADRB1 gene?,3,5,0.531697066500783
llama-3.3-70b-versatile,Which pathways are associated with the ADRB1 gene?,4,3,0.4180902522057295
llama-3.3-70b-versatile,Which pathways are associated with the ADRB1 gene?,5,9,0.6548632569611073
llama-3.3-70b-versatile,Which pathways are associated with the DRD2 gene?,1,14,0.7446055952459574
llama-3.3-70b-versatile,Which pathways are associated with the DRD2 gene?,2,4,0.5033872649073601
llama-3.3-70b-versatile,Which pathways are associated with the DRD2 gene?,3,5,0.46606724336743355
llama-3.3-70b-versatile,Which pathways are associated with the DRD2 gene?,4,5,0.44455847702920437
llama-3.3-70b-versatile,Which pathways are associated with the DRD2 gene?,5,4,0.43183465488255024
llama-3.3-70b-versatile,Which pathways are associated with the HTR2A gene?,1,4,0.4347366914153099
llama-3.3-70b-versatile,Which pathways are associated with the HTR2A gene?,2,4,0.470335740596056
llama-3.3-70b-versatile,Which pathways are associated with the HTR2A gene?,3,4,0.4400720205157995
llama-3.3-70b-versatile,Which pathways are associated with the HTR2A gene?,4,4,0.498632887378335
llama-3.3-70b-versatile,Which pathways are associated with the HTR2A gene?,5,4,0.4796307720243931
llama-3.3-70b-versatile,Which drugs target CD19?,1,4,0.5204548593610525
llama-3.3-70b-versatile,Which drugs target CD19?,2,6,0.5657730661332607
llama-3.3-70b-versatile,Which drugs target CD19?,3,6,0.5205131266266108
llama-3.3-70b-versatile,Which drugs target CD19?,4,6,0.5521222073584795
llama-3.3-70b-versatile,Which drugs target CD19?,5,6,0.5133962742984295
llama-3.3-70b-versatile,Which drugs target CTLA4?,1,2,0.4018033277243376
llama-3.3-70b-versatile,Which drugs target CTLA4?,2,2,0.3750978149473667
llama-3.3-70b-versatile,Which drugs target CTLA4?,3,2,0.435561565682292
llama-3.3-70b-versatile,Which drugs target CTLA4?,4,2,0.3730510249733925
llama-3.3-70b-versatile,Which drugs target CTLA4?,5,2,0.4550503324717283
llama-3.3-70b-versatile,What drugs are used to treat rickets?,1,4,1.0108727980405092
llama-3.3-70b-versatile,What drugs are used to treat rickets?,2,4,0.3779908772557974
llama-3.3-70b-versatile,What drugs are used to treat rickets?,3,4,0.4299162831157446
llama-3.3-70b-versatile,What drugs are used to treat rickets?,4,5,0.36758469976484776
llama-3.3-70b-versatile,What drugs are used to treat rickets?,5,5,0.38830162957310677
llama-3.3-70b-versatile,Which genes are associated with tuberculosis?,1,5,0.4163645878434181
llama-3.3-70b-versatile,Which genes are associated with tuberculosis?,2,5,0.5213300753384829
llama-3.3-70b-versatile,Which genes are associated with tuberculosis?,3,6,0.38842778094112873
llama-3.3-70b-versatile,Which genes are associated with tuberculosis?,4,9,0.4482648279517889
llama-3.3-70b-versatile,Which genes are associated with tuberculosis?,5,5,0.423044640570879
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with BRAF?,1,4,1.7999292351305485
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with BRAF?,2,4,0.8725242167711258
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with BRAF?,3,4,1.3509973995387554
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with BRAF?,4,4,0.7828778754919767
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with BRAF?,5,4,0.8775219358503819
grok-4-1-fast-non-reasoning-latest,Which genes are associated with amyotrophic lateral sclerosis?,1,4,0.8179443515837193
grok-4-1-fast-non-reasoning-latest,Which genes are associated with amyotrophic lateral sclerosis?,2,4,0.9053734559565783
grok-4-1-fast-non-reasoning-latest,Which genes are associated with amyotrophic lateral sclerosis?,3,4,0.8442475814372301
grok-4-1-fast-non-reasoning-latest,Which genes are associated with amyotrophic lateral sclerosis?,4,4,1.1373896524310112
grok-4-1-fast-non-reasoning-latest,Which genes are associated with amyotrophic lateral sclerosis?,5,4,0.8764726966619492
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with CDK4?,1,2,0.819878900423646
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with CDK4?,2,2,0.7016064915806055
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with CDK4?,3,2,0.9456770624965429
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with CDK4?,4,2,0.944782342761755
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with CDK4?,5,2,1.104126526042819
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the JAK2 gene?,1,1,0.7583413813263178
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the JAK2 gene?,2,1,0.7356878202408552
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the JAK2 gene?,3,1,0.6405025757849216
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the JAK2 gene?,4,1,0.7018807642161846
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the JAK2 gene?,5,1,0.6482387464493513
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat rheumatoid arthritis?,1,8,1.0911061838269234
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat rheumatoid arthritis?,2,6,0.9596930537372828
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat rheumatoid arthritis?,3,6,1.2375860195606947
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat rheumatoid arthritis?,4,8,1.285425953567028
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat rheumatoid arthritis?,5,7,1.1246930845081806
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ovarian cancer?,1,3,0.943988373503089
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ovarian cancer?,2,3,0.838573019951582
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ovarian cancer?,3,3,0.7710954248905182
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ovarian cancer?,4,3,0.8151864651590586
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ovarian cancer?,5,3,0.7581268269568682
grok-4-1-fast-non-reasoning-latest,What are the known targets of regorafenib?,1,7,1.4157077837735415
grok-4-1-fast-non-reasoning-latest,What are the known targets of regorafenib?,2,9,1.1951245125383139
grok-4-1-fast-non-reasoning-latest,What are the known targets of regorafenib?,3,7,0.8382096197456121
grok-4-1-fast-non-reasoning-latest,What are the known targets of regorafenib?,4,7,0.9316767081618309
grok-4-1-fast-non-reasoning-latest,What are the known targets of regorafenib?,5,9,1.1573267821222544
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the STAT3 gene?,1,2,0.9120364002883434
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the STAT3 gene?,2,2,0.8476105965673923
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the STAT3 gene?,3,2,0.9234402067959309
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the STAT3 gene?,4,1,0.7660566940903664
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the STAT3 gene?,5,1,0.9246731922030449
grok-4-1-fast-non-reasoning-latest,Which genes are associated with fever (pyrexia)?,1,4,1.0789932757616043
grok-4-1-fast-non-reasoning-latest,Which genes are associated with fever (pyrexia)?,2,3,0.8219037652015686
grok-4-1-fast-non-reasoning-latest,Which genes are associated with fever (pyrexia)?,3,3,0.8712484762072563
grok-4-1-fast-non-reasoning-latest,Which genes are associated with fever (pyrexia)?,4,4,0.9453355893492699
grok-4-1-fast-non-reasoning-latest,Which genes are associated with fever (pyrexia)?,5,4,0.8027923703193665
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with bevacizumab?,1,7,0.950223870575428
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with bevacizumab?,2,7,1.1104760877788067
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with bevacizumab?,3,7,0.9926907625049353
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with bevacizumab?,4,7,1.0550540443509817
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with bevacizumab?,5,7,1.047929896041751
grok-4-1-fast-non-reasoning-latest,What are the known targets of cabozantinib?,1,6,1.0060415472835302
grok-4-1-fast-non-reasoning-latest,What are the known targets of cabozantinib?,2,5,0.9186886437237263
grok-4-1-fast-non-reasoning-latest,What are the known targets of cabozantinib?,3,8,1.169067980721593
grok-4-1-fast-non-reasoning-latest,What are the known targets of cabozantinib?,4,4,1.0513829234987497
grok-4-1-fast-non-reasoning-latest,What are the known targets of cabozantinib?,5,7,1.1177537478506565
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the TNF gene?,1,3,0.861417980864644
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the TNF gene?,2,4,0.9745134189724922
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the TNF gene?,3,3,0.9073818884789944
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the TNF gene?,4,3,0.8106827195733786
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the TNF gene?,5,4,0.9992509838193655
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the NPM1 gene?,1,1,0.9166054949164391
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the NPM1 gene?,2,1,0.7256866451352835
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the NPM1 gene?,3,1,0.6972834523767233
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the NPM1 gene?,4,1,0.7909575905650854
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the NPM1 gene?,5,1,0.6828797403723001
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the CD19 gene?,1,1,1.3691186718642712
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the CD19 gene?,2,2,0.9117547366768122
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the CD19 gene?,3,2,0.7947374824434519
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the CD19 gene?,4,2,0.8868726547807455
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the CD19 gene?,5,1,0.7152943927794695
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat migraine?,1,10,1.3255640473216772
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat migraine?,2,12,1.2463570106774569
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat migraine?,3,10,1.15815644338727
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat migraine?,4,9,1.4944467451423407
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat migraine?,5,10,1.3608859609812498
grok-4-1-fast-non-reasoning-latest,Which genes are associated with epilepsy?,1,5,1.3128331955522299
grok-4-1-fast-non-reasoning-latest,Which genes are associated with epilepsy?,2,5,0.8426729086786509
grok-4-1-fast-non-reasoning-latest,Which genes are associated with epilepsy?,3,5,1.009558416903019
grok-4-1-fast-non-reasoning-latest,Which genes are associated with epilepsy?,4,5,0.8653829526156187
grok-4-1-fast-non-reasoning-latest,Which genes are associated with epilepsy?,5,5,0.9166115429252386
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with trastuzumab deruxtecan?,1,1,0.9049453027546406
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with trastuzumab deruxtecan?,2,1,0.7797833234071732
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with trastuzumab deruxtecan?,3,1,0.6517376564443111
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with trastuzumab deruxtecan?,4,1,0.7351644560694695
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with trastuzumab deruxtecan?,5,1,0.8245395049452782
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Alzheimer’s disease?,1,4,0.8600849285721779
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Alzheimer’s disease?,2,4,0.8867549579590559
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Alzheimer’s disease?,3,4,0.8063949756324291
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Alzheimer’s disease?,4,4,0.8377704713493586
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Alzheimer’s disease?,5,4,0.8788677453994751
grok-4-1-fast-non-reasoning-latest,For which diseases is darolutamide used?,1,1,0.7981575690209866
grok-4-1-fast-non-reasoning-latest,For which diseases is darolutamide used?,2,1,0.9201822001487017
grok-4-1-fast-non-reasoning-latest,For which diseases is darolutamide used?,3,1,0.6158561035990715
grok-4-1-fast-non-reasoning-latest,For which diseases is darolutamide used?,4,1,0.7559491991996765
grok-4-1-fast-non-reasoning-latest,For which diseases is darolutamide used?,5,1,0.7219094969332218
grok-4-1-fast-non-reasoning-latest,Which genes are associated with renal cell carcinoma?,1,5,1.0084711201488972
grok-4-1-fast-non-reasoning-latest,Which genes are associated with renal cell carcinoma?,2,5,1.0365978572517633
grok-4-1-fast-non-reasoning-latest,Which genes are associated with renal cell carcinoma?,3,5,0.8771921023726463
grok-4-1-fast-non-reasoning-latest,Which genes are associated with renal cell carcinoma?,4,5,0.8336698058992624
grok-4-1-fast-non-reasoning-latest,Which genes are associated with renal cell carcinoma?,5,5,1.018035665154457
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the KRAS gene?,1,3,1.2701406627893448
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the KRAS gene?,2,3,0.9342030677944422
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the KRAS gene?,3,3,0.7412963155657053
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the KRAS gene?,4,3,0.8122026845812798
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the KRAS gene?,5,3,1.0487356800585985
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the APP gene?,1,2,0.8874872513115406
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the APP gene?,2,2,0.7402529120445251
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the APP gene?,3,2,0.8691259883344173
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the APP gene?,4,2,0.7036195565015078
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the APP gene?,5,2,0.880028735846281
grok-4-1-fast-non-reasoning-latest,Which genes are associated with schizophrenia?,1,5,1.2783925496041775
grok-4-1-fast-non-reasoning-latest,Which genes are associated with schizophrenia?,2,5,0.8144680354744196
grok-4-1-fast-non-reasoning-latest,Which genes are associated with schizophrenia?,3,5,0.9250352587550879
grok-4-1-fast-non-reasoning-latest,Which genes are associated with schizophrenia?,4,5,0.8090548813343048
