gene_symbol,gene_full_name
BRD4,bromodomain containing 4
BRD7,bromodomain containing 7
BRD8,bromodomain containing 8
BRD9,bromodomain containing 9
BRDT,bromodomain testis associated
BRINP1,BMP/retinoic acid inducible neural specific 1
BRINP3,BMP/retinoic acid inducible neural specific 3
BRPF1,bromodomain and PHD finger containing 1
BRPF3,bromodomain and PHD finger containing 3
BRS3,bombesin receptor subtype 3
BRSK1,BR serine/threonine kinase 1
BRSK2,BR serine/threonine kinase 2
BRWD1,bromodomain and WD repeat domain containing 1
BSG,basigin (Ok blood group)
BST1,bone marrow stromal cell antigen 1
BST2,bone marrow stromal cell antigen 2
BTC,betacellulin
BTD,biotinidase
BTF3,basic transcription factor 3
BTG1,BTG anti-proliferation factor 1
BTK,Bruton tyrosine kinase
BTN1A1,butyrophilin subfamily 1 member A1
BTN3A1,butyrophilin subfamily 3 member A1
BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase
BUB1,BUB1 mitotic checkpoint serine/threonine kinase
BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B
BYSL,bystin like
C10orf67,chromosome 10 open reading frame 67
C1QB,complement C1q B chain
C1QBP,complement C1q binding protein
C1QC,complement C1q C chain
C1R,complement C1r
C1S,complement C1s
C2,complement C2
C3,complement C3
C3AR1,complement C3a receptor 1
C4A,complement C4A (Chido/Rodgers blood group)
C4B,complement C4B (Chido/Rodgers blood group)
C4BPA,complement component 4 binding protein alpha
C4BPB,complement component 4 binding protein beta
C5,complement C5
C5AR1,complement C5a receptor 1
C5AR2,complement C5a receptor 2
C6,complement C6
C6orf15,chromosome 6 open reading frame 15
C7,complement C7
C8A,complement C8 alpha chain
C8B,complement C8 beta chain
C8G,complement C8 gamma chain
C8orf34,chromosome 8 open reading frame 34
C8orf44-SGK3,C8orf44-SGK3 readthrough
C9,complement C9
CA1,carbonic anhydrase 1
CA10,carbonic anhydrase 10 (inactive)
CA11,carbonic anhydrase 11 (inactive)
CA12,carbonic anhydrase 12
CA13,carbonic anhydrase 13
CA14,carbonic anhydrase 14
CA2,carbonic anhydrase 2
CA3,carbonic anhydrase 3
CA4,carbonic anhydrase 4
CA5A,carbonic anhydrase 5A
CA5B,carbonic anhydrase 5B
CA6,carbonic anhydrase 6
CA7,carbonic anhydrase 7
CA8,carbonic anhydrase 8 (inactive)
CA9,carbonic anhydrase 9
CACNA1A,calcium voltage-gated channel subunit alpha1 A
CACNA1B,calcium voltage-gated channel subunit alpha1 B
CACNA1C,calcium voltage-gated channel subunit alpha1 C
CACNA1D,calcium voltage-gated channel subunit alpha1 D
CACNA1E,calcium voltage-gated channel subunit alpha1 E
CACNA1F,calcium voltage-gated channel subunit alpha1 F
CACNA1G,calcium voltage-gated channel subunit alpha1 G
CACNA1H,calcium voltage-gated channel subunit alpha1 H
CACNA1I,calcium voltage-gated channel subunit alpha1 I
CACNA1S,calcium voltage-gated channel subunit alpha1 S
CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1
CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
CACNA2D3,calcium voltage-gated channel auxiliary subunit alpha2delta 3
CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4
CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
CACNB2,calcium voltage-gated channel auxiliary subunit beta 2
CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
CACNB4,calcium voltage-gated channel auxiliary subunit beta 4
CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1
CACNG2,calcium voltage-gated channel auxiliary subunit gamma 2
CACNG3,calcium voltage-gated channel auxiliary subunit gamma 3
CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4
CACNG5,calcium voltage-gated channel auxiliary subunit gamma 5
CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6
CACNG7,calcium voltage-gated channel auxiliary subunit gamma 7
CACNG8,calcium voltage-gated channel auxiliary subunit gamma 8
CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
CADM2,cell adhesion molecule 2
CADPS,calcium dependent secretion activator
CADPS2,calcium dependent secretion activator 2
CALB1,calbindin 1
CALB2,calbindin 2
CALCA,calcitonin related polypeptide alpha
CALCB,calcitonin related polypeptide beta
CALCR,calcitonin receptor
CALCRL,calcitonin receptor like receptor
CALM1,calmodulin 1
CALM2,calmodulin 2
CALM3,calmodulin 3
CALML3,calmodulin like 3
CALR,calreticulin
CALR3,calreticulin 3
CALU,calumenin
CALY,calcyon neuron specific vesicular protein
CAMK1,calcium/calmodulin dependent protein kinase I
CAMK1D,calcium/calmodulin dependent protein kinase ID
CAMK1G,calcium/calmodulin dependent protein kinase IG
CAMK2A,calcium/calmodulin dependent protein kinase II alpha
CAMK2B,calcium/calmodulin dependent protein kinase II beta
CAMK2D,calcium/calmodulin dependent protein kinase II delta
CAMK2G,calcium/calmodulin dependent protein kinase II gamma
CAMK4,calcium/calmodulin dependent protein kinase IV
CAMKK1,calcium/calmodulin dependent protein kinase kinase 1
CAMKK2,calcium/calmodulin dependent protein kinase kinase 2
CAMLG,calcium modulating ligand
CAMP,cathelicidin antimicrobial peptide
CANT1,calcium activated nucleotidase 1
CANX,calnexin
CAPG,"capping actin protein, gelsolin like"
CAPN1,calpain 1
CAPN10,calpain 10
CAPN2,calpain 2
CAPN3,calpain 3
CAPN5,calpain 5
CAPN9,calpain 9
CAPNS1,calpain small subunit 1
CAPS,calcyphosine
CARD16,caspase recruitment domain family member 16
CARINH,colitis associated IRF1 antisense regulator of intestinal homeostasis
CARM1,coactivator associated arginine methyltransferase 1
CARS1,cysteinyl-tRNA synthetase 1
CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial"
CARTPT,CART prepropeptide
CASK,calcium/calmodulin dependent serine protein kinase
CASP1,caspase 1
CASP10,caspase 10
CASP14,caspase 14
CASP2,caspase 2
CASP3,caspase 3
CASP4,caspase 4
CASP5,caspase 5
CASP6,caspase 6
CASP7,caspase 7
CASP8,caspase 8
CASP9,caspase 9
CASQ1,calsequestrin 1
CASQ2,calsequestrin 2
CASR,calcium sensing receptor
CAST,calpastatin
CAT,catalase
CATSPER1,cation channel sperm associated 1
CATSPER2,cation channel sperm associated 2
CATSPER3,cation channel sperm associated 3
CATSPER4,cation channel sperm associated 4
CAV1,caveolin 1
CBFB,core-binding factor subunit beta
CBL,Cbl proto-oncogene
CBLB,Cbl proto-oncogene B
CBLIF,cobalamin binding intrinsic factor
CBLN1,cerebellin 1 precursor
CBR1,carbonyl reductase 1
CBR3,carbonyl reductase 3
CBS,cystathionine beta-synthase
CBX1,chromobox 1
CBX2,chromobox 2
CBX4,chromobox 4
CBX5,chromobox 5
CBX6,chromobox 6
CBX7,chromobox 7
CBX8,chromobox 8
CCDC43,coiled-coil domain containing 43
CCDC51,coiled-coil domain containing 51
CCDC6,coiled-coil domain containing 6
CCDC70,coiled-coil domain containing 70
CCDC77,coiled-coil domain containing 77
CCHCR1,coiled-coil alpha-helical rod protein 1
CCK,cholecystokinin
CCKAR,cholecystokinin A receptor
CCKBR,cholecystokinin B receptor
CCL11,C-C motif chemokine ligand 11
CCL17,C-C motif chemokine ligand 17
CCL2,C-C motif chemokine ligand 2
CCL25,C-C motif chemokine ligand 25
CCL3,C-C motif chemokine ligand 3
CCL4,C-C motif chemokine ligand 4
CCL5,C-C motif chemokine ligand 5
CCL7,C-C motif chemokine ligand 7
CCL8,C-C motif chemokine ligand 8
CCN1,cellular communication network factor 1
CCN2,cellular communication network factor 2
CCNA1,cyclin A1
CCNA2,cyclin A2
CCNB1,cyclin B1
CCNB2,cyclin B2
CCNB3,cyclin B3
CCNC,cyclin C
CCND1,cyclin D1
CCND2,cyclin D2
CCND3,cyclin D3
CCNE1,cyclin E1
CCNE2,cyclin E2
CCNH,cyclin H
CCNK,cyclin K
CCNO,cyclin O
CCNT1,cyclin T1
CCNT2,cyclin T2
CCNY,cyclin Y
CCR1,C-C motif chemokine receptor 1
CCR10,C-C motif chemokine receptor 10
CCR2,C-C motif chemokine receptor 2
CCR3,C-C motif chemokine receptor 3
CCR4,C-C motif chemokine receptor 4
CCR5,C-C motif chemokine receptor 5
CCR6,C-C motif chemokine receptor 6
CCR7,C-C motif chemokine receptor 7
CCR8,C-C motif chemokine receptor 8
CCR9,C-C motif chemokine receptor 9
CCS,copper chaperone for superoxide dismutase
CCT3,chaperonin containing TCP1 subunit 3
CD14,CD14 molecule
CD163,CD163 molecule
CD1A,CD1a molecule
CD1D,CD1d molecule
CD2,CD2 molecule
CD207,CD207 molecule
CD209,CD209 molecule
CD22,CD22 molecule
CD247,CD247 molecule
CD27,CD27 molecule
CD274,CD274 molecule
CD28,CD28 molecule
CD34,CD34 molecule
CD36,CD36 molecule (CD36 blood group)
CD38,CD38 molecule
CD3D,CD3 delta subunit of T-cell receptor complex
CD3E,CD3 epsilon subunit of T-cell receptor complex
CD4,CD4 molecule
CD40,CD40 molecule
CD40LG,CD40 ligand
CD44,CD44 molecule (IN blood group)
CD47,CD47 molecule
CD5,CD5 molecule
CD55,CD55 molecule (Cromer blood group)
CD5L,CD5 molecule like
CD63,CD63 molecule
CD68,CD68 molecule
CD69,CD69 molecule
CD7,CD7 molecule
CD70,CD70 molecule
CD72,CD72 molecule
CD74,CD74 molecule
CD79A,CD79a molecule
CD79B,CD79b molecule
CD80,CD80 molecule
CD81,CD81 molecule
CD83,CD83 molecule
CD86,CD86 molecule
CD8A,CD8 subunit alpha
CD8B,CD8 subunit beta
CD8B2,CD8B family member 2
CD9,CD9 molecule
CD96,CD96 molecule
CDA,cytidine deaminase
CDC14A,cell division cycle 14A
CDC25A,cell division cycle 25A
CDC25B,cell division cycle 25B
CDC25C,cell division cycle 25C
CDC37,"cell division cycle 37, HSP90 cochaperone"
CDC42,cell division cycle 42
CDC42BPA,CDC42 binding protein kinase alpha
CDC42BPB,CDC42 binding protein kinase beta
CDC42BPG,CDC42 binding protein kinase gamma
CDC45,cell division cycle 45
CDC5L,cell division cycle 5 like
CDC6,cell division cycle 6
CDC7,cell division cycle 7
CDCA3,cell division cycle associated 3
CDH1,cadherin 1
CDH11,cadherin 11
CDH12,cadherin 12
CDH13,cadherin 13
CDH15,cadherin 15
CDH16,cadherin 16
CDH17,cadherin 17
CDH18,cadherin 18
CDH2,cadherin 2
CDH23,cadherin related 23
CDH4,cadherin 4
CDH5,cadherin 5
CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
CDK1,cyclin dependent kinase 1
CDK10,cyclin dependent kinase 10
CDK11A,cyclin dependent kinase 11A
CDK11B,cyclin dependent kinase 11B
CDK12,cyclin dependent kinase 12
CDK13,cyclin dependent kinase 13
CDK14,cyclin dependent kinase 14
CDK15,cyclin dependent kinase 15
CDK16,cyclin dependent kinase 16
CDK17,cyclin dependent kinase 17
CDK18,cyclin dependent kinase 18
CDK19,cyclin dependent kinase 19
CDK2,cyclin dependent kinase 2
CDK20,cyclin dependent kinase 20
CDK2AP1,cyclin dependent kinase 2 associated protein 1
CDK2AP2,cyclin dependent kinase 2 associated protein 2
CDK3,cyclin dependent kinase 3
CDK4,cyclin dependent kinase 4
CDK5,cyclin dependent kinase 5
CDK5R1,cyclin dependent kinase 5 regulatory subunit 1
CDK6,cyclin dependent kinase 6
CDK7,cyclin dependent kinase 7
CDK8,cyclin dependent kinase 8
CDK9,cyclin dependent kinase 9
CDKL1,cyclin dependent kinase like 1
CDKL2,cyclin dependent kinase like 2
CDKL3,cyclin dependent kinase like 3
CDKL4,cyclin dependent kinase like 4
CDKL5,cyclin dependent kinase like 5
CDKN1A,cyclin dependent kinase inhibitor 1A
CDKN1B,cyclin dependent kinase inhibitor 1B
CDKN1C,cyclin dependent kinase inhibitor 1C
CDKN2A,cyclin dependent kinase inhibitor 2A
CDKN2B,cyclin dependent kinase inhibitor 2B
CDKN2C,cyclin dependent kinase inhibitor 2C
CDKN2D,cyclin dependent kinase inhibitor 2D
CDO1,cysteine dioxygenase type 1
CDSN,corneodesmosin
CDX2,caudal type homeobox 2
CDY1,chromodomain Y-linked 1
CDYL,chromodomain Y like
CDYL2,chromodomain Y like 2
CEACAM1,CEA cell adhesion molecule 1
CEACAM5,CEA cell adhesion molecule 5
CEBPA,CCAAT enhancer binding protein alpha
CEBPB,CCAAT enhancer binding protein beta
CECR2,CECR2 histone acetyl-lysine reader
CEL,carboxyl ester lipase
CELA1,chymotrypsin like elastase 1
CELA2A,chymotrypsin like elastase 2A
CELF4,CUGBP Elav-like family member 4
CEMIP2,cell migration inducing hyaluronidase 2
CENPE,centromere protein E
CEP68,centrosomal protein 68
CEPT1,choline/ethanolamine phosphotransferase 1
CERK,ceramide kinase
CERKL,CERK like autophagy regulator
CERS2,ceramide synthase 2
CERT1,ceramide transporter 1
CES1,carboxylesterase 1
CES1P1,carboxylesterase 1 pseudogene 1
CES2,carboxylesterase 2
CETP,cholesteryl ester transfer protein
CFB,complement factor B
CFD,complement factor D
CFH,complement factor H
CFHR4,complement factor H related 4
CFI,complement factor I
CFL1,cofilin 1
CFLAR,CASP8 and FADD like apoptosis regulator
CFTR,CF transmembrane conductance regulator
CGA,"glycoprotein hormones, alpha polypeptide"
CGAS,cyclic GMP-AMP synthase
CGB5,chorionic gonadotropin subunit beta 5
CHAT,choline O-acetyltransferase
CHD1,chromodomain helicase DNA binding protein 1
CHD4,chromodomain helicase DNA binding protein 4
CHDH,choline dehydrogenase
CHEK1,checkpoint kinase 1
CHEK2,checkpoint kinase 2
CHI3L1,chitinase 3 like 1
CHI3L2,chitinase 3 like 2
CHIA,chitinase acidic
CHIT1,chitinase 1
CHKA,choline kinase alpha
CHKB,choline kinase beta
CHN2,chimerin 2
CHP1,calcineurin like EF-hand protein 1
CHPT1,choline phosphotransferase 1
CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion
CHRM1,cholinergic receptor muscarinic 1
CHRM2,cholinergic receptor muscarinic 2
CHRM3,cholinergic receptor muscarinic 3
CHRM4,cholinergic receptor muscarinic 4
CHRM5,cholinergic receptor muscarinic 5
CHRNA1,cholinergic receptor nicotinic alpha 1 subunit
CHRNA10,cholinergic receptor nicotinic alpha 10 subunit
CHRNA2,cholinergic receptor nicotinic alpha 2 subunit
CHRNA3,cholinergic receptor nicotinic alpha 3 subunit
CHRNA4,cholinergic receptor nicotinic alpha 4 subunit
CHRNA5,cholinergic receptor nicotinic alpha 5 subunit
CHRNA6,cholinergic receptor nicotinic alpha 6 subunit
CHRNA7,cholinergic receptor nicotinic alpha 7 subunit
CHRNA9,cholinergic receptor nicotinic alpha 9 subunit
CHRNB1,cholinergic receptor nicotinic beta 1 subunit
CHRNB2,cholinergic receptor nicotinic beta 2 subunit
CHRNB3,cholinergic receptor nicotinic beta 3 subunit
CHRNB4,cholinergic receptor nicotinic beta 4 subunit
CHRND,cholinergic receptor nicotinic delta subunit
CHRNE,cholinergic receptor nicotinic epsilon subunit
CHRNG,cholinergic receptor nicotinic gamma subunit
CHST1,carbohydrate sulfotransferase 1
CHST11,carbohydrate sulfotransferase 11
CHST13,carbohydrate sulfotransferase 13
CHST3,carbohydrate sulfotransferase 3
CHUK,component of inhibitor of nuclear factor kappa B kinase complex
CHURC1,churchill domain containing 1
CHURC1-FNTB,CHURC1-FNTB readthrough
CIB1,calcium and integrin binding 1
CIB2,calcium and integrin binding family member 2
CILK1,ciliogenesis associated kinase 1
CISD1,CDGSH iron sulfur domain 1
CISD2,CDGSH iron sulfur domain 2
CISH,cytokine inducible SH2 containing protein
CIT,citron rho-interacting serine/threonine kinase
CKB,creatine kinase B
CKM,"creatine kinase, M-type"
CKMT1A,"creatine kinase, mitochondrial 1A"
CKMT2,"creatine kinase, mitochondrial 2"
CKS1B,CDC28 protein kinase regulatory subunit 1B
CLASP1,cytoplasmic linker associated protein 1
CLC,Charcot-Leyden crystal galectin
CLCA1,chloride channel accessory 1
CLCC1,chloride channel CLIC like 1
CLCN1,chloride voltage-gated channel 1
CLCN2,chloride voltage-gated channel 2
CLCN3,Cl-/H+ antiporter 3
CLCN4,Cl-/H+ antiporter 4
CLCN6,Cl-/H+ antiporter 6
CLCN7,Cl-/H+ antiporter 7
CLCNKA,chloride voltage-gated channel Ka
CLCNKB,chloride voltage-gated channel Kb
CLDN16,claudin 16
CLDN3,claudin 3
CLDN7,claudin 7
CLEC14A,C-type lectin domain containing 14A
CLEC16A,C-type lectin domain containing 16A
CLEC3B,C-type lectin domain family 3 member B
CLEC4C,C-type lectin domain family 4 member C
CLEC4E,C-type lectin domain family 4 member E
CLEC4M,C-type lectin domain family 4 member M
CLIC1,CLIC family member 1
CLK1,CDC like kinase 1
CLK2,CDC like kinase 2
CLK3,CDC like kinase 3
CLK4,CDC like kinase 4
CLMN,calmin
CLN8,CLN8 transmembrane ER and ERGIC protein
CLOCK,clock circadian regulator
CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit
CLPS,colipase
CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit X
CLTC,clathrin heavy chain
CLU,clusterin
CMA1,chymase 1
CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase
CMKLR1,chemerin chemokine-like receptor 1
CMKLR2,chemerin chemokine-like receptor 2
CMPK1,cytidine/uridine monophosphate kinase 1
CMTM8,CKLF like MARVEL transmembrane domain containing 8
CMTR1,cap methyltransferase 1
CNGA1,cyclic nucleotide gated channel subunit alpha 1
CNGA2,cyclic nucleotide gated channel subunit alpha 2
CNGA3,cyclic nucleotide gated channel subunit alpha 3
CNGB1,cyclic nucleotide gated channel subunit beta 1
CNIH3,cornichon family AMPA receptor auxiliary protein 3
CNKSR1,connector enhancer of kinase suppressor of Ras 1
CNN1,calponin 1
CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2
CNOT7,CCR4-NOT transcription complex subunit 7
CNR1,cannabinoid receptor 1
CNR2,cannabinoid receptor 2
CNTF,ciliary neurotrophic factor
CNTFR,ciliary neurotrophic factor receptor
CNTN1,contactin 1
CNTN4,contactin 4
COCH,cochlin
COIL,coilin
COL10A1,collagen type X alpha 1 chain
COL11A1,collagen type XI alpha 1 chain
COL11A2,collagen type XI alpha 2 chain
COL12A1,collagen type XII alpha 1 chain
COL13A1,collagen type XIII alpha 1 chain
COL15A1,collagen type XV alpha 1 chain
COL16A1,collagen type XVI alpha 1 chain
COL17A1,collagen type XVII alpha 1 chain
COL18A1,collagen type XVIII alpha 1 chain
COL19A1,collagen type XIX alpha 1 chain
COL1A1,collagen type I alpha 1 chain
COL1A2,collagen type I alpha 2 chain
COL22A1,collagen type XXII alpha 1 chain
COL26A1,collagen type XXVI alpha 1 chain
COL2A1,collagen type II alpha 1 chain
COL4A1,collagen type IV alpha 1 chain
COL6A2,collagen type VI alpha 2 chain
COL6A3,collagen type VI alpha 3 chain
COL7A1,collagen type VII alpha 1 chain
COL8A1,collagen type VIII alpha 1 chain
COL8A2,collagen type VIII alpha 2 chain
COL9A1,collagen type IX alpha 1 chain
COL9A2,collagen type IX alpha 2 chain
COL9A3,collagen type IX alpha 3 chain
COLEC10,collectin subfamily member 10
COMP,cartilage oligomeric matrix protein
COMT,catechol-O-methyltransferase
COMTD1,catechol-O-methyltransferase domain containing 1
COPA,coat protein complex I subunit alpha
COPG1,coat protein complex I subunit gamma 1
COPS5,COP9 signalosome subunit 5
COQ8A,coenzyme Q8A
COQ8B,coenzyme Q8B
CORO7,coronin 7
CORT,cortistatin
COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
COX11,cytochrome c oxidase copper chaperone COX11
COX17,cytochrome c oxidase copper chaperone COX17
COX4I1,cytochrome c oxidase subunit 4I1
COX5A,cytochrome c oxidase subunit 5A
COX5B,cytochrome c oxidase subunit 5B
COX6A1,cytochrome c oxidase subunit 6A1
COX6A2,cytochrome c oxidase subunit 6A2
COX6B1,cytochrome c oxidase subunit 6B1
COX6C,cytochrome c oxidase subunit 6C
COX7A1,cytochrome c oxidase subunit 7A1
COX7B,cytochrome c oxidase subunit 7B
COX7C,cytochrome c oxidase subunit 7C
COX8A,cytochrome c oxidase subunit 8A
CP,ceruloplasmin
CPA1,carboxypeptidase A1
CPA2,carboxypeptidase A2
CPA3,carboxypeptidase A3
